[2020-06-22 14:18:14:0977] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:26:46:0154] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:46:0292] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:46:0292] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[50979], HostIp[c0a8017f], HostPort[50979]
[2020-06-22 14:26:46:0292] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:26:46:0292] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:26:46:0292] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:26:46:0793] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:47:0993] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:26:47:0993] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:26:47:0993] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[55022], devIP[c0a84809]
[2020-06-22 14:26:48:0495] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:48:0644] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:26:48:0644] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:26:48:0645] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[55042], devIP[c0a84809]
[2020-06-22 14:26:48:0996] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:48:0996] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:26:48:0996] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:26:49:0145] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:49:0496] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:49:0646] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:49:0646] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:26:49:0646] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:26:49:0997] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:49:0997] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[55022], HostIp[c0a8017f], HostPort[55022]
[2020-06-22 14:26:49:0997] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:26:49:0997] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:26:49:0997] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:26:50:0146] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:50:0497] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:50:0647] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:50:0647] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[55042], HostIp[c0a8017f], HostPort[55042]
[2020-06-22 14:26:50:0647] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:26:50:0647] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:26:50:0647] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:26:51:0147] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:52:0342] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:26:52:0342] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:26:52:0343] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[55076], devIP[c0a84809]
[2020-06-22 14:26:52:0844] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:53:0000] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:26:53:0000] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:26:53:0000] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[55095], devIP[c0a84809]
[2020-06-22 14:26:53:0344] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:53:0344] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:26:53:0344] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:26:53:0500] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:53:0844] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:54:0001] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:54:0001] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:26:54:0001] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:26:54:0344] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:54:0344] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[55076], HostIp[c0a8017f], HostPort[55076]
[2020-06-22 14:26:54:0344] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:26:54:0344] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:26:54:0344] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:26:54:0501] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:54:0845] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:55:0001] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:55:0001] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[55095], HostIp[c0a8017f], HostPort[55095]
[2020-06-22 14:26:55:0001] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:26:55:0001] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:26:55:0001] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:26:55:0502] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:56:0693] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:26:56:0693] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:26:56:0693] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[55134], devIP[c0a84809]
[2020-06-22 14:26:57:0193] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:57:0347] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:26:57:0347] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:26:57:0347] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[55153], devIP[c0a84809]
[2020-06-22 14:26:57:0694] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:57:0694] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:26:57:0694] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:26:57:0849] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:58:0195] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:58:0350] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:58:0350] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:26:58:0350] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:26:58:0695] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:58:0695] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[55134], HostIp[c0a8017f], HostPort[55134]
[2020-06-22 14:26:58:0695] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:26:58:0695] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:26:58:0695] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:26:58:0850] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:59:0196] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:59:0351] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:59:0351] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[55153], HostIp[c0a8017f], HostPort[55153]
[2020-06-22 14:26:59:0351] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:26:59:0351] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:26:59:0351] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:26:59:0851] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:01:0053] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:27:01:0053] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:27:01:0053] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[61840], devIP[c0a84809]
[2020-06-22 14:27:01:0554] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:01:0722] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:27:01:0722] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:27:01:0723] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[61858], devIP[c0a84809]
[2020-06-22 14:27:02:0054] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:02:0054] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:27:02:0054] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:27:02:0224] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:02:0554] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:02:0724] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:02:0724] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:27:02:0724] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:27:03:0054] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:03:0054] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[61840], HostIp[c0a8017f], HostPort[61840]
[2020-06-22 14:27:03:0054] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:27:03:0054] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:27:03:0054] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:27:03:0226] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:03:0555] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:03:0726] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:03:0726] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[61858], HostIp[c0a8017f], HostPort[61858]
[2020-06-22 14:27:03:0726] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:27:03:0726] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:27:03:0726] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:27:04:0226] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:05:0396] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:27:05:0396] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:27:05:0396] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[61896], devIP[c0a84809]
[2020-06-22 14:27:05:0898] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:06:0075] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:27:06:0075] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:27:06:0075] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[61921], devIP[c0a84809]
[2020-06-22 14:27:06:0398] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:06:0398] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:27:06:0398] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:27:06:0575] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:06:0899] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:07:0075] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:07:0075] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:27:07:0075] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:27:07:0399] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:07:0399] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[61896], HostIp[c0a8017f], HostPort[61896]
[2020-06-22 14:27:07:0399] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:27:07:0399] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:27:07:0399] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:27:07:0575] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:07:0899] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:08:0075] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:08:0075] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[61921], HostIp[c0a8017f], HostPort[61921]
[2020-06-22 14:27:08:0075] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:27:08:0075] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:27:08:0075] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:27:08:0576] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:10:0428] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:27:10:0428] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:27:10:0428] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[61946], devIP[c0a84809]
[2020-06-22 14:27:10:0928] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:11:0429] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:11:0429] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:27:11:0429] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:27:11:0930] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:12:0430] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:12:0430] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[61946], HostIp[c0a8017f], HostPort[61946]
[2020-06-22 14:27:12:0430] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:27:12:0430] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:27:12:0430] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:27:12:0931] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:14:0792] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:27:14:0792] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:27:14:0793] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[61962], devIP[c0a84809]
[2020-06-22 14:27:15:0293] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:15:0794] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:15:0794] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:27:15:0794] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:27:16:0295] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:16:0795] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:16:0795] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[61962], HostIp[c0a8017f], HostPort[61962]
[2020-06-22 14:27:16:0795] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:27:16:0795] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:27:16:0795] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:27:17:0296] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:19:0147] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:27:19:0147] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:27:19:0147] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[49767], devIP[c0a84809]
[2020-06-22 14:27:19:0649] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:20:0149] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:20:0149] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:27:20:0149] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:27:20:0650] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:21:0151] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:21:0151] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[49767], HostIp[c0a8017f], HostPort[49767]
[2020-06-22 14:27:21:0151] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:27:21:0151] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:27:21:0151] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:27:21:0651] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:23:0508] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:27:23:0508] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:27:23:0508] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[51600], devIP[c0a84809]
[2020-06-22 14:27:24:0009] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:24:0510] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:27:24:0510] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:27:24:0510] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:29:33:0771] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:29:33:0771] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:29:33:0772] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[54773], devIP[c0a84809]
